consecutive_number,Clock points,No Damage,Top,Undercarriage,Unknown
40243,3,0,1,0,0
40244,1,0,0,0,0
40245,1,0,0,0,0
40246,10,0,1,1,0
40247,3,0,0,0,0
40248,0,0,0,0,1
40249,4,0,0,0,0
40250,21,0,1,2,0
40251,2,0,0,1,0
40252,0,0,0,0,1
40253,12,0,1,1,0
40254,12,0,1,1,0
40257,1,0,0,1,0
40258,17,0,0,1,0
40259,12,0,1,1,0
40261,10,0,0,0,0
40262,17,0,1,0,0
40263,12,0,1,1,0
40264,5,0,0,0,0
40265,18,0,1,1,0
40266,2,0,0,0,0
40268,15,0,1,1,0
40269,8,0,0,0,0
40270,1,0,0,0,0
40271,2,0,0,0,0
40272,3,0,1,0,0
40273,2,0,0,0,0
40274,1,0,0,0,0
40275,2,0,1,0,0
40276,2,0,0,0,0
40277,12,0,1,1,0
40278,1,0,0,0,0
40279,15,0,1,1,0
40280,1,0,0,0,0
40281,2,0,0,0,0
40282,8,0,0,0,0
40283,3,0,0,0,0
40284,2,0,1,0,0
40286,1,0,0,0,0
40287,12,0,1,1,0
40288,6,0,0,0,0
40289,12,0,0,0,0
40290,11,0,1,0,0
40291,12,0,1,1,0
40292,6,0,0,0,0
40293,3,0,0,0,0
40294,12,0,0,1,0
40295,12,0,1,1,0
40296,12,0,1,0,0
40297,12,0,1,0,0
40298,12,0,1,1,0
40299,1,0,0,0,0
40300,7,0,0,0,0
40301,6,0,0,0,0
40302,7,0,0,0,0
40304,3,0,0,0,0
40305,12,0,0,0,0
40306,5,0,1,0,0
40307,17,0,1,1,0
40308,7,0,0,1,0
40309,3,0,0,0,0
40310,4,0,1,0,0
40311,0,0,0,0,1
40312,7,0,0,1,0
40313,11,0,1,0,0
40314,9,0,1,0,0
40315,24,0,1,1,0
40317,9,0,0,0,0
40318,12,0,1,1,0
40319,2,0,0,0,0
40320,2,0,0,0,0
40321,11,0,1,0,0
40322,15,0,1,1,0
40323,3,0,0,0,0
40324,3,0,0,0,0
40325,12,0,1,1,0
40326,15,0,1,1,0
40327,0,0,0,0,1
40328,8,0,1,0,0
40329,12,0,1,1,0
40330,6,0,0,0,0
40331,12,0,1,0,0
40332,4,0,0,0,0
40333,0,0,0,0,1
40334,12,0,1,1,0
40335,17,0,1,1,0
40336,7,0,1,0,0
40337,0,0,0,0,1
40338,0,0,0,1,0
40339,0,1,0,0,0
40340,33,0,3,3,0
40341,0,0,0,0,1
40342,3,0,0,0,0
40343,0,0,0,0,1
40344,3,0,0,0,0
40345,2,0,0,0,0
40346,8,0,0,0,0
40348,24,0,0,2,0
40349,2,0,0,0,0
40350,6,0,0,0,0
40351,1,0,1,0,0
40352,0,0,0,0,1
40353,1,0,0,0,0
40354,3,0,0,0,0
40355,10,0,1,0,0
40356,3,0,0,0,0
40357,13,0,2,0,0
40358,9,0,2,0,0
40359,1,0,0,0,0
40360,0,1,0,0,0
40361,15,0,1,1,0
40362,6,0,0,0,0
40363,28,0,1,0,0
40364,15,0,1,1,0
40365,1,0,0,0,0
40366,3,0,0,0,0
40367,17,0,0,0,0
40368,1,0,0,0,0
40369,3,0,1,0,0
40370,2,0,0,0,1
40371,7,0,1,1,0
40372,4,0,0,0,0
40373,24,0,1,1,0
40374,18,0,1,1,0
40375,0,0,0,0,2
40376,10,0,1,0,0
40377,12,0,1,0,0
40378,12,0,1,1,0
40379,18,0,0,0,0
40380,24,0,2,2,0
40381,16,0,2,1,0
40382,0,0,0,0,1
40383,11,0,1,1,0
40384,2,0,0,0,0
40385,51,0,1,1,0
40386,13,0,1,0,0
40387,5,0,1,0,0
40389,3,0,0,0,0
40390,22,0,2,2,0
40391,5,0,0,1,0
40392,12,0,1,1,0
40393,4,0,0,0,0
40394,24,0,2,2,0
40395,12,0,1,0,0
40396,37,0,1,2,0
40397,5,0,0,0,0
40398,6,0,0,0,0
40399,14,0,1,0,0
40400,10,0,0,0,0
40401,8,0,0,0,0
40402,19,0,0,2,0
40403,7,0,1,0,0
40404,1,0,0,0,0
40405,12,0,1,1,0
40406,3,0,0,0,0
40407,6,0,0,0,0
40409,1,0,0,0,0
40410,0,0,1,0,0
40411,6,0,1,0,0
40412,1,0,0,0,0
40413,3,0,0,0,0
40414,2,0,0,0,0
40415,19,0,0,0,0
40416,0,1,0,0,0
40417,8,0,0,0,0
40418,1,0,1,0,0
40419,26,0,3,2,0
40420,15,0,0,0,0
40421,0,0,0,0,1
40422,2,0,0,0,0
40423,13,0,1,0,0
40424,10,0,0,0,0
40425,8,0,1,0,0
40426,8,0,0,0,0
40427,6,0,0,0,0
40428,24,0,0,0,0
40430,12,0,1,0,0
40431,0,1,0,0,0
40432,0,0,1,0,0
40433,12,0,1,1,0
40434,25,0,0,2,0
40435,12,0,1,0,0
40436,12,0,1,1,0
40437,4,0,0,0,0
40438,12,0,1,1,0
40439,6,0,0,0,0
40440,3,0,1,0,0
40441,8,0,0,0,0
40442,12,0,1,1,0
40443,7,0,0,0,0
40444,8,0,0,0,0
40445,16,0,0,0,0
40446,11,0,0,0,0
40447,11,0,1,0,0
40448,11,0,1,1,0
40449,15,0,0,0,0
40450,12,0,1,1,0
40451,12,0,1,1,0
40454,12,0,1,1,0
40455,8,0,0,0,0
40456,15,0,1,1,0
40458,10,0,1,0,0
40459,5,0,0,0,0
40460,7,0,0,0,0
40461,3,0,0,0,0
40462,12,0,1,1,0
40463,2,0,1,0,0
40465,18,0,2,1,0
40466,2,0,0,0,1
40467,0,0,0,0,1
40468,0,1,0,0,0
40469,3,0,0,0,0
40470,9,0,0,0,0
40471,12,0,1,1,0
40473,1,0,0,0,0
40474,12,0,1,1,0
40476,12,0,1,1,0
40477,13,0,1,0,0
40478,1,0,0,0,0
40479,0,0,0,0,1
40480,12,0,1,1,0
40481,0,0,0,0,2
40482,0,0,0,0,1
40483,12,0,1,1,0
40484,0,0,0,0,1
40485,17,0,1,2,0
40486,3,0,0,0,0
40487,12,0,1,1,0
40488,6,0,0,0,0
40489,2,0,0,0,0
40490,5,0,0,1,0
40491,10,0,0,0,0
40492,9,0,0,0,0
40493,7,0,0,1,0
40494,12,0,1,1,0
40495,2,0,1,0,0
40496,5,0,0,0,0
40497,10,0,1,0,0
40498,0,0,0,1,0
40499,6,0,0,0,0
40500,24,1,2,2,0
40501,1,0,0,0,0
40502,8,0,1,0,0
40503,0,0,1,0,0
40504,12,0,1,1,0
40505,12,0,1,0,0
40506,4,0,0,0,0
40507,10,0,1,0,0
40510,17,0,1,1,0
40511,12,0,1,1,0
40512,11,0,0,1,0
40513,10,0,0,1,0
40515,4,0,0,0,0
40516,20,0,0,0,0
40517,14,0,1,1,0
40518,2,0,0,0,0
40519,3,0,0,0,0
40520,17,0,1,0,0
40521,4,0,0,0,0
40522,11,0,1,1,0
40523,10,0,1,0,0
40524,12,0,0,0,0
40525,8,0,1,1,0
40526,6,0,0,0,0
40527,6,0,0,0,0
40528,15,0,1,1,0
40529,12,0,1,1,0
40530,31,0,1,1,0
40531,1,0,0,0,0
40532,12,0,1,1,0
40533,3,0,0,0,0
40534,0,0,0,0,1
40535,0,0,0,0,2
40536,0,0,0,0,1
40537,5,0,0,0,0
40540,11,0,1,1,0
40541,12,0,1,1,0
40542,31,2,0,0,0
40543,0,0,0,0,1
40544,10,0,1,0,0
40545,12,0,1,1,0
40546,2,0,0,0,0
40547,28,0,3,2,1
40548,6,0,0,0,0
40549,3,0,0,0,0
40550,0,0,0,0,1
40551,15,0,1,1,0
40552,14,0,0,0,0
40554,10,0,0,1,0
40555,7,0,0,0,0
40556,3,0,0,0,0
40557,4,0,1,0,0
40558,6,0,1,0,0
40559,12,0,1,1,0
40560,0,0,0,0,1
40561,24,0,1,2,0
40562,14,0,0,0,0
40563,9,0,0,0,0
40564,3,0,0,0,0
40565,1,0,0,0,0
40566,0,1,0,0,0
40567,9,0,0,0,0
40569,4,0,1,0,0
40570,12,0,1,1,0
40571,12,0,1,1,0
40572,8,0,0,0,0
40573,12,0,1,1,0
40574,1,0,0,0,0
40575,17,0,1,1,0
40576,12,0,1,1,0
40577,0,0,1,0,0
40578,14,0,0,0,0
40579,6,0,1,1,0
40580,0,0,0,0,1
40581,27,0,2,2,0
40582,10,0,1,0,0
40583,1,0,0,0,0
40584,1,0,0,0,0
40585,0,3,0,0,0
40586,0,0,0,0,1
40587,0,0,0,0,1
40588,15,0,0,1,0
40589,6,0,0,0,0
40590,1,0,0,0,0
40591,2,0,0,0,0
40592,6,0,0,1,0
40593,12,0,1,1,0
40594,12,0,1,1,0
40595,16,0,1,1,0
40596,12,0,1,1,0
40597,6,0,0,0,0
40598,18,0,0,0,0
40599,14,0,1,0,0
40600,10,0,1,0,0
40601,4,0,0,0,0
40602,9,0,0,0,0
40603,0,0,1,0,0
40604,3,0,0,0,0
40605,7,0,0,0,0
40608,0,0,0,0,1
40609,1,0,0,0,0
40610,0,0,0,0,1
40611,0,0,0,0,1
40612,8,0,0,0,0
40613,4,0,0,0,0
40614,3,0,0,0,0
40615,0,0,0,0,1
40616,9,0,1,0,0
40617,10,0,0,0,0
40618,2,0,0,0,0
40619,12,0,1,1,0
40620,0,0,0,0,1
40621,5,0,0,0,0
40622,10,0,1,0,0
40623,1,0,0,0,0
40624,12,0,0,0,0
40625,0,0,1,0,0
40626,5,0,0,0,0
40627,0,1,0,0,0
40628,0,1,0,0,0
40629,12,0,1,1,0
40630,0,0,0,0,1
40631,1,0,0,0,0
40632,0,0,0,0,1
40633,12,0,1,1,0
40634,12,0,1,1,0
40635,17,0,1,1,0
40636,13,0,0,0,0
40637,0,0,0,0,1
40638,18,0,1,1,0
40639,3,0,0,0,0
40641,1,0,0,0,0
40642,0,0,1,0,0
40643,2,0,0,0,0
40644,2,0,0,0,0
40645,0,1,0,0,0
40646,0,1,0,0,0
40648,3,0,1,0,0
40649,6,0,0,0,0
40650,14,0,1,1,0
40651,3,0,0,0,0
40652,3,0,0,0,0
40653,15,0,2,0,0
40654,2,0,0,0,0
40656,5,0,0,0,0
40657,4,0,0,0,0
40659,7,0,1,0,0
40660,2,0,0,0,0
40661,2,0,0,0,0
40662,14,0,1,0,0
40663,4,0,0,0,0
40664,12,0,1,1,0
40665,1,0,0,0,0
40666,2,0,0,0,0
40667,12,0,1,1,0
40668,5,0,0,0,0
40669,6,0,0,0,0
40670,0,0,1,0,0
40671,2,0,0,0,0
40672,1,0,0,0,0
40673,16,0,1,2,0
40674,14,0,0,0,0
40675,2,0,1,0,0
40676,24,0,2,1,0
40677,4,0,0,0,0
40678,12,0,1,1,0
40679,6,0,0,0,0
40680,12,0,1,1,0
40681,11,0,0,1,0
40682,18,0,2,0,0
40683,16,0,0,0,0
40684,8,0,0,0,0
40685,12,0,1,1,0
40686,10,0,0,0,0
40687,6,0,1,1,0
40688,8,0,0,0,0
40689,11,0,0,0,0
40690,1,0,0,0,0
40691,1,0,1,0,0
40692,17,0,1,1,0
40693,10,0,0,0,0
40694,12,0,1,1,0
40695,7,0,1,0,0
40696,11,0,0,0,0
40697,3,0,0,0,0
40698,17,0,1,1,0
40699,2,0,0,0,0
40700,3,0,0,0,0
40701,0,0,0,0,1
40702,8,0,0,0,0
40703,10,0,0,0,0
40704,5,0,0,0,0
40705,0,0,0,0,1
40706,0,0,0,0,1
40707,0,0,0,0,2
40708,24,0,2,2,0
40709,2,0,0,0,0
40710,11,0,0,0,0
40711,7,0,0,0,0
40712,6,0,1,0,0
40713,8,0,0,0,0
40714,12,1,0,0,0
40716,20,0,1,1,0
40717,1,0,0,0,0
40718,5,0,0,0,0
40720,6,0,0,0,0
40721,12,0,1,1,0
40722,5,0,0,0,0
40723,0,0,0,0,1
40724,1,0,0,0,0
40725,10,0,0,0,0
40726,1,0,0,0,0
40727,12,0,1,1,0
40728,1,0,0,0,0
40729,12,0,1,1,0
40730,12,0,1,1,0
40731,7,0,0,0,0
40732,11,0,0,0,0
40733,9,0,0,0,0
40734,6,0,0,1,0
40735,24,0,0,0,0
40736,3,0,0,0,0
40737,11,0,1,1,0
40738,0,0,0,0,1
40739,1,0,0,0,0
40740,18,0,1,1,0
40741,4,0,0,0,0
40742,6,0,0,0,0
40743,12,0,1,0,0
40744,60,0,3,5,0
40745,5,0,0,0,0
40746,0,0,1,0,0
40747,19,0,2,1,0
40748,15,0,1,0,0
40749,2,0,0,0,0
40751,0,0,0,0,1
40752,3,0,0,0,0
40753,1,0,0,0,0
40754,3,0,0,0,0
40755,6,0,0,0,0
40756,17,0,0,0,0
40757,1,0,1,0,0
40759,2,0,0,0,0
40761,10,0,0,0,0
40762,10,0,0,0,0
40763,10,0,0,0,1
40764,4,0,0,0,0
40765,1,0,0,0,0
40766,22,0,1,1,0
40767,21,0,2,2,0
40768,7,0,0,1,0
40769,12,0,1,0,0
40770,3,0,0,0,0
40771,6,0,0,0,0
40772,8,0,0,0,0
40773,5,0,1,0,0
40775,0,0,0,0,2
40776,12,0,1,1,0
40777,0,0,0,0,1
40778,0,1,0,0,0
40779,1,0,0,0,0
40780,3,0,0,0,0
40781,12,0,2,0,0
40782,1,0,0,0,0
40783,10,0,1,0,0
40785,2,0,0,0,0
40786,2,0,0,0,0
40787,1,0,0,0,0
40788,5,0,0,0,0
40789,2,0,0,0,0
40790,1,0,1,0,0
40791,9,0,0,0,0
40792,5,0,0,0,0
40793,5,0,0,0,0
40794,17,0,1,1,0
40795,4,0,0,0,0
40796,7,0,0,0,0
40797,8,0,0,0,0
40798,3,0,0,0,0
40799,16,0,1,1,0
40800,0,0,0,0,1
40801,1,0,0,0,0
40802,0,0,0,0,1
40803,5,0,0,0,0
40804,11,0,0,0,0
40806,2,0,0,0,0
40807,1,0,0,0,0
40808,10,0,0,0,0
40809,3,0,0,0,0
40810,2,0,0,0,0
40811,7,0,0,0,0
40812,2,0,0,0,0
40813,15,0,0,0,0
40814,2,0,0,0,0
40815,9,0,0,0,0
40816,0,1,0,0,0
40817,17,0,2,2,0
40818,7,0,0,0,0
40819,4,0,0,0,0
40820,7,0,0,1,0
40821,3,0,0,0,0
40822,9,0,0,1,0
40823,12,0,1,1,0
40824,3,0,0,0,0
40825,13,0,1,0,0
40826,8,0,1,1,0
40827,11,0,0,0,0
40828,13,0,0,0,0
40829,17,0,0,0,0
40830,5,0,0,0,0
40831,11,0,0,0,0
40832,15,0,1,1,0
40833,3,0,0,0,0
40834,6,0,0,0,0
40835,1,0,0,0,0
40836,5,1,1,0,0
40837,12,0,1,1,0
40838,5,0,0,0,0
40840,0,0,0,0,2
40841,0,0,0,0,1
40842,3,0,0,0,0
40843,0,0,0,0,1
50001,3,0,0,0,0
50002,1,0,0,0,0
50003,3,0,0,0,0
50004,6,0,0,0,0
50005,24,0,2,2,0
50007,2,0,0,0,0
50008,3,0,0,0,0
50009,3,0,0,0,0
50010,6,0,0,0,0
50011,3,0,1,0,0
50012,3,0,0,0,0
50014,6,0,0,0,0
50015,1,0,0,0,0
50016,4,0,0,0,0
50017,1,0,0,0,0
50018,3,0,0,0,0
50019,5,0,1,0,0
50020,3,0,0,0,0
50021,3,0,0,0,0
50022,6,0,1,0,0
50024,6,0,0,0,0
50025,6,0,0,0,0
50026,5,0,1,1,0
50027,12,0,1,0,0
50028,0,0,0,0,1
50029,4,0,0,0,0
50030,12,0,1,1,0
50031,5,0,1,0,0
50032,12,0,0,0,0
50033,0,0,0,0,1
50034,1,0,1,0,0
50035,4,0,0,0,0
50036,7,0,0,0,0
50037,3,0,1,1,0
50038,10,0,0,0,0
50039,2,0,0,0,0
50040,0,1,0,0,0
50041,3,0,0,0,0
50042,5,0,0,0,0
50043,4,0,0,0,0
50044,3,0,0,0,0
50045,21,0,1,1,0
50046,3,0,0,0,0
50047,2,0,0,0,0
50048,3,0,0,0,0
50049,3,0,0,0,0
50050,6,0,0,0,0
50051,2,0,1,0,0
50052,1,0,0,0,0
50053,1,0,0,0,0
50054,3,0,0,0,0
50055,6,0,0,0,0
50056,8,0,0,1,0
50057,6,0,0,0,0
50058,6,0,0,0,0
50059,3,0,0,0,0
50060,18,0,0,0,0
50061,2,0,0,0,0
50062,6,0,0,0,0
50063,1,0,0,0,0
50064,3,0,0,0,0
50065,4,0,0,0,0
50066,0,1,0,0,0
50068,1,0,1,0,0
50069,3,0,0,0,0
50070,5,0,0,0,0
50071,2,0,0,1,0
50072,1,0,0,0,0
50073,11,0,1,0,0
50074,1,0,1,1,0
50075,14,0,0,0,0
50077,3,0,0,0,0
50078,1,0,0,0,0
50079,3,0,0,0,0
50080,6,0,0,0,0
50081,3,0,0,0,0
50082,4,0,0,0,0
50083,9,0,0,0,0
50084,2,0,1,1,0
50085,12,0,1,1,0
50086,2,0,0,0,0
50087,6,0,0,0,0
50088,7,0,0,0,0
50089,13,0,1,1,0
50090,7,0,1,0,0
50091,0,0,1,0,0
50092,2,0,1,0,0
50093,3,0,0,0,0
50094,6,0,0,0,0
50095,3,0,0,0,0
50096,5,0,0,0,0
50097,6,0,0,0,0
50098,1,0,0,0,0
50099,4,0,0,1,0
50100,6,0,0,0,0
50101,2,0,1,0,0
50102,6,0,0,0,0
50104,2,0,0,0,0
50105,3,0,0,0,0
50106,1,0,1,1,0
50107,3,0,0,0,0
50108,4,0,0,0,0
50109,0,0,0,0,1
50110,3,0,0,0,0
50111,5,0,0,0,0
50112,3,0,0,0,0
50113,1,0,0,0,0
50114,3,0,0,0,0
50115,1,0,1,1,0
50116,13,0,0,0,0
50117,3,0,0,0,0
50118,2,0,1,0,0
50119,3,0,0,0,0
50120,6,0,0,0,0
50121,3,0,0,0,0
50122,1,0,0,0,0
50123,6,0,0,0,0
50124,6,0,0,0,0
50125,4,0,0,0,0
50126,9,0,0,0,0
50127,6,0,0,0,0
50128,5,0,0,0,0
50129,6,0,0,0,0
50130,2,0,1,0,0
50131,5,0,0,0,0
50132,1,0,0,0,0
50133,6,0,0,0,0
50134,6,0,0,0,0
50135,3,0,0,0,0
50136,3,0,0,0,0
50137,1,0,0,0,0
50138,3,0,0,0,0
50139,3,0,0,0,0
50140,3,0,0,0,0
50141,1,0,0,0,0
50142,2,0,0,0,0
50144,2,0,0,0,0
50145,0,1,0,0,0
50146,9,0,0,0,0
50147,7,0,0,0,0
50148,6,0,0,0,0
50149,0,0,0,0,1
50150,2,0,0,1,0
50151,2,0,1,0,0
50152,9,0,0,0,0
50153,3,0,0,0,0
50154,3,0,0,0,0
50155,2,0,0,0,0
50156,14,0,1,0,0
50157,5,0,0,0,0
50158,6,0,0,0,0
50159,1,0,0,0,0
50160,6,0,0,0,0
50161,3,0,0,0,0
50162,5,0,0,0,0
50163,2,0,1,0,0
50164,4,0,1,0,0
50165,4,0,0,0,0
50166,12,0,1,1,0
50167,11,0,1,1,0
50168,0,0,1,0,0
50169,2,0,0,0,0
50170,10,0,1,0,0
50172,3,0,0,0,0
50173,3,0,0,0,0
50174,6,0,0,0,0
50175,3,0,0,0,0
50176,3,0,0,0,0
50177,3,0,0,0,0
50178,6,0,0,0,0
50179,6,0,0,0,0
50180,4,0,0,0,0
50182,3,0,0,0,0
50183,5,0,1,0,0
50184,3,0,0,0,0
50185,2,0,0,0,0
50186,6,0,0,0,0
50187,1,0,0,0,0
50188,1,0,0,0,0
50189,2,0,1,0,0
50190,3,0,0,0,0
50191,3,0,0,0,0
50192,6,0,0,0,0
50193,3,0,0,0,0
50194,6,0,0,0,0
50195,2,0,0,0,0
50196,6,0,0,0,0
50197,3,0,0,0,0
50198,6,0,0,0,0
50199,2,0,1,0,0
50200,3,0,0,0,0
50201,1,0,0,0,0
50202,9,0,0,0,0
50203,2,0,0,1,0
50204,3,0,0,0,0
50205,7,0,0,1,0
50206,9,0,0,0,0
50207,6,0,0,0,0
50208,6,0,0,0,0
50209,6,0,0,0,0
50210,1,0,0,0,0
50211,3,0,0,0,0
50212,3,0,0,0,0
50213,0,0,0,0,1
50214,5,0,0,0,0
50215,5,0,0,0,0
50216,1,0,1,0,0
50217,3,0,0,0,0
50218,6,0,0,0,0
50219,6,0,0,0,0
50220,3,1,0,0,0
50221,3,0,0,0,0
50222,9,0,0,0,0
50223,1,0,0,0,0
50224,4,0,0,0,0
50225,3,0,0,0,0
50226,3,0,0,0,0
50227,0,0,0,0,1
50228,2,0,0,0,0
50229,3,0,0,0,0
50230,3,0,0,0,0
50231,3,0,0,0,0
50232,2,0,0,1,0
50233,1,0,0,0,0
50234,6,0,0,0,0
50235,0,1,0,0,0
50236,6,0,0,0,0
50237,5,0,0,0,0
50238,3,0,0,0,0
50239,6,0,0,0,0
50241,4,0,0,0,0
50242,12,0,1,1,0
50243,7,0,1,1,0
50244,12,0,1,1,0
50245,4,0,0,1,0
50246,6,0,1,0,0
50247,12,0,1,1,0
50248,12,0,1,0,0
50249,12,0,1,1,0
50250,5,0,0,0,0
50251,10,0,0,0,0
50252,12,0,0,0,0
50253,15,0,1,1,0
50254,12,0,0,0,0
50255,15,0,0,0,0
50256,17,0,1,0,0
50257,5,0,0,0,0
50258,2,0,0,0,0
50260,9,0,1,0,0
50263,2,0,0,0,0
50264,22,0,1,2,0
50265,3,0,0,1,0
50266,12,0,1,0,0
50268,6,0,0,0,0
50269,18,0,2,0,0
50270,23,0,1,0,0
50271,9,0,0,0,0
50272,16,0,0,2,0
50273,7,0,0,0,0
50274,9,0,1,0,0
50275,5,0,0,0,0
50276,5,0,0,0,0
50277,7,0,0,0,0
50278,1,0,0,0,0
50279,10,1,1,0,0
50280,12,0,1,1,0
50282,12,0,0,0,0
50283,4,0,0,0,0
50284,0,0,0,0,1
50285,5,0,0,0,0
50286,14,0,0,0,0
50287,11,0,1,2,0
50288,10,0,0,1,0
50289,5,0,0,0,0
50290,7,0,1,1,0
50291,7,0,0,0,0
50293,6,0,1,0,0
50294,5,0,0,0,0
50295,12,0,1,1,0
50296,11,0,1,1,0
50297,5,0,0,0,0
50298,12,0,1,0,0
50299,3,0,0,0,0
50300,3,0,0,0,0
50301,10,0,0,0,0
50302,11,0,1,0,0
50303,3,0,0,0,0
50305,12,0,1,1,0
50306,31,0,3,3,0
50307,12,0,1,1,0
50308,3,0,0,1,0
50309,6,0,1,0,0
50310,16,0,1,0,0
50311,12,0,1,1,0
50312,17,0,0,0,0
50313,9,0,0,0,0
50314,11,0,1,1,0
50315,6,0,0,2,0
50316,12,0,1,0,0
50317,6,0,0,0,0
50318,7,0,1,1,0
50319,6,0,0,0,0
50321,12,0,0,0,0
50322,3,0,1,0,0
50323,7,0,1,1,0
50324,1,0,0,0,0
50325,7,0,0,0,0
50326,11,0,0,0,0
50327,12,0,1,0,0
50328,12,0,0,0,0
50329,6,0,0,0,0
50331,2,0,0,1,0
50332,3,0,0,0,0
50333,3,0,0,0,0
50334,6,0,0,0,0
50336,15,0,0,2,0
50337,12,0,0,0,0
50338,5,0,0,0,0
50339,2,0,0,0,0
50340,4,0,0,0,0
50341,9,0,1,0,0
50342,11,0,1,0,0
50344,5,0,1,1,0
50345,7,0,1,0,0
50346,4,0,0,0,0
50347,16,0,2,1,0
50348,15,0,1,0,0
50349,4,0,0,0,0
50350,12,0,0,2,0
50351,4,0,0,0,0
50352,2,0,1,0,0
50353,2,0,0,0,0
50354,5,0,1,0,0
50355,11,0,1,0,0
50357,5,0,0,0,0
50358,2,0,0,0,0
50359,6,0,0,0,0
50360,15,0,0,2,0
50361,13,0,1,1,0
50362,9,0,1,0,0
50363,2,0,0,0,0
50364,8,0,0,0,0
50365,12,0,1,1,0
50366,12,0,1,1,0
50367,12,0,0,0,0
50368,2,0,0,0,0
50369,1,0,0,0,0
50370,12,0,1,0,0
50371,2,0,0,0,0
50372,3,0,1,0,0
50373,10,0,0,0,0
50374,0,0,0,0,1
50375,3,0,1,0,0
50376,6,0,0,0,0
50377,6,0,0,1,0
50378,5,0,0,0,0
50380,11,0,1,0,0
50381,14,0,0,0,0
50382,2,0,0,0,0
50383,2,0,0,0,0
50384,1,0,0,0,0
50385,12,0,0,0,0
50386,15,0,2,2,0
50387,10,0,0,0,0
50388,12,0,1,0,0
50389,3,0,1,1,0
50390,11,0,1,0,0
50391,12,0,0,0,0
50392,13,0,0,2,0
50393,2,0,0,0,0
50395,6,0,0,0,0
50396,6,0,1,0,0
50397,12,0,1,1,0
50398,5,0,1,0,0
50399,8,0,1,1,0
50400,1,0,0,0,0
50401,9,0,1,0,0
50402,17,0,1,1,0
50403,1,0,0,1,0
50404,12,0,1,1,0
50405,17,0,1,1,0
50406,12,0,0,0,0
50407,8,0,0,0,0
50408,30,0,1,2,0
50409,3,0,0,1,0
50411,2,0,1,0,0
50412,8,0,0,0,0
50413,12,0,1,1,0
50414,4,0,0,0,0
50415,12,0,1,1,0
50416,24,0,2,2,0
50417,9,0,1,0,0
50418,8,0,1,1,0
50419,20,0,0,0,0
50420,6,0,0,0,0
50421,4,0,0,0,0
50422,11,0,0,0,0
50424,2,0,0,0,0
50425,12,0,1,1,0
50426,5,0,0,0,0
50427,3,0,0,0,0
50428,3,0,0,0,0
50429,1,0,0,0,0
50430,6,0,0,0,0
50431,2,0,0,0,0
50432,4,0,0,0,0
50433,8,0,0,0,0
50434,2,0,0,0,0
50435,2,0,0,0,0
50436,1,0,0,0,0
50437,0,0,1,0,0
50438,3,0,1,0,0
50439,2,0,0,0,0
50440,11,0,1,1,0
50441,2,0,0,0,0
50442,2,0,0,0,0
50443,2,0,0,0,0
50444,3,0,0,0,0
50445,1,0,0,0,0
50446,1,0,0,0,0
50447,12,0,1,1,0
50448,6,0,0,0,0
50449,1,0,0,0,0
50450,3,0,0,0,0
50451,24,0,2,2,0
50452,3,0,0,0,0
50454,12,0,1,1,0
50455,3,0,0,0,0
50456,4,0,0,0,0
50457,25,0,0,1,0
50458,5,0,1,1,0
50459,7,0,0,0,0
50460,4,0,0,0,0
50461,9,0,1,1,0
50462,16,0,1,1,0
50463,2,0,0,0,0
50464,3,0,0,0,0
50465,1,0,0,0,0
50466,1,0,0,0,0
50467,2,0,0,0,0
50468,1,0,0,0,0
50469,1,0,0,0,0
50470,2,0,0,0,0
50471,1,0,0,0,0
50472,11,0,1,1,0
50473,2,0,0,0,0
50474,9,0,0,0,0
50475,11,0,0,0,0
50476,9,0,0,0,0
50477,2,0,0,0,0
50479,2,0,0,0,0
50480,12,0,1,0,1
50481,5,0,0,1,0
50482,3,0,0,0,0
50483,5,0,0,0,0
50484,1,0,0,0,0
50485,2,0,0,0,0
50486,1,0,0,0,0
50487,13,0,0,2,0
50488,20,0,1,2,0
50490,6,0,0,0,0
50491,7,0,0,0,0
50493,13,0,1,1,0
50494,3,0,0,0,0
50495,1,0,0,0,0
50496,2,0,0,0,0
50497,1,0,0,0,0
50498,1,0,0,0,0
50499,0,0,0,0,1
50500,1,0,0,0,0
50501,15,0,0,1,0
50502,7,0,1,0,0
50503,14,0,0,0,0
50504,3,0,0,0,0
50505,3,0,1,0,0
60001,12,0,1,1,0
60002,2,0,0,0,0
60003,2,0,0,0,0
60004,5,0,1,1,0
60005,12,0,1,1,0
60006,2,0,0,0,0
60007,0,0,0,0,1
60008,13,0,1,0,0
60009,2,0,1,0,0
60010,1,0,1,0,0
60011,1,0,1,1,0
60012,12,0,1,1,0
60013,12,0,1,1,0
60014,9,0,0,0,0
60015,17,0,1,1,0
60016,1,0,0,0,0
60017,1,0,1,0,0
60018,1,0,0,0,0
60019,0,0,0,0,1
60020,12,0,1,1,0
60021,12,0,1,1,0
60022,0,0,0,0,1
60023,15,0,1,1,0
60024,5,0,0,0,1
60025,12,0,1,0,0
60026,12,0,1,1,0
60027,5,0,0,0,0
60028,7,0,1,0,0
60029,14,0,2,0,0
60030,12,0,1,1,0
60031,3,0,1,0,0
60032,10,0,1,1,0
60033,6,0,1,0,0
60034,13,0,1,1,0
60035,17,0,1,0,0
60036,12,0,0,0,0
60037,12,0,1,1,0
